5000 9996
763 998 76
763 1106 24
763 1386 45
763 1717 60
763 2292 95
763 2540 56
763 2648 95
763 2680 42
763 3182 54
764 2121 45
764 2127 5
765 2370 28
765 4884 87
765 4918 35
766 935 89
766 1384 26
766 1450 68
766 1963 56
766 3115 53
766 4859 13
766 4941 56
770 3166 93
770 4990 100
771 1113 5
771 1120 69
771 1664 14
771 1988 26
771 4047 94
772 2298 85
772 3537 80
772 3688 39
773 1014 67
773 1021 42
773 1155 17
773 1486 52
773 4476 10
774 1564 33
774 1920 49
774 2068 82
774 2246 47
774 2700 92
774 3860 17
776 1139 43
776 4120 37
777 3902 66
777 4699 67
779 1942 39
779 2876 65
779 3472 72
779 3715 8
780 3377 96
780 3724 93
781 1137 33
781 1440 12
781 2338 83
781 2616 49
781 2987 15
781 3171 47
781 4040 69
781 4674 30
782 900 82
782 1345 82
782 1378 25
782 1904 1
783 2149 3
783 3089 79
784 1479 39
784 1934 82
784 2098 51
784 3633 38
784 4344 52
785 989 39
785 2812 87
785 2995 99
785 3012 31
786 1966 12
786 2531 64
786 2590 51
788 1566 71
788 1797 41
788 2012 30
788 2108 7
788 4425 71
789 2147 13
789 3465 90
790 2307 59
790 2609 99
790 3827 72
790 4202 11
791 1134 67
791 1339 57
792 850 70
792 888 65
792 1116 57
792 1140 13
792 2243 76
792 2287 80
792 2442 18
792 3175 46
792 3569 45
792 3795 31
792 4179 59
792 4502 5
793 1043 39
793 1278 41
793 4032 89
794 1998 81
795 1769 98
795 2456 68
795 3568 2
796 2938 86
797 1714 76
797 1806 27
797 3276 11
797 4787 20
798 1356 90
798 1664 52
798 1978 13
798 4371 38
799 2389 38
799 2507 25
799 4178 60
800 1204 72
801 1226 23
801 2005 7
801 2635 51
801 4385 20
801 4409 31
801 4939 17
803 1633 73
805 1336 51
805 2521 99
806 971 16
806 1719 21
806 3450 7
807 1309 9
807 1460 36
807 1740 68
807 3101 81
807 3439 83
807 3919 77
807 4622 72
807 4970 50
808 4311 18
809 887 89
809 931 62
809 1295 24
809 4416 41
810 4748 37
811 858 47
811 1465 85
811 3788 60
811 4060 82
811 4464 44
812 2972 49
812 3957 75
813 953 10
813 1052 11
813 1338 35
813 2213 27
813 3969 5
814 836 10
814 1017 58
814 1260 70
814 4580 42
814 4928 2
815 2592 64
815 2756 46
817 847 40
817 2005 87
818 1408 86
819 827 93
819 1118 56
819 1194 27
819 1410 85
819 1630 60
819 2125 19
819 2351 47
819 2745 93
819 2932 66
819 3838 70
819 3964 67
819 4103 83
819 4532 85
819 4746 31
820 3359 18
822 2576 30
823 1950 91
823 3900 50
825 3320 89
826 926 99
827 1028 86
827 3640 58
827 4319 10
828 1084 65
828 2020 19
828 3254 80
829 1742 39
830 928 21
830 4603 78
831 1394 35
831 3136 55
832 1060 38
832 1188 33
832 1680 11
832 2478 58
832 2716 70
832 3297 74
832 3898 8
833 835 60
833 4597 54
834 1436 34
834 1658 15
834 2205 23
835 2471 17
835 3646 1
836 872 42
836 1001 1
836 1056 16
836 1129 23
836 1315 75
836 1491 19
836 1495 92
836 2251 46
836 3186 26
836 3761 76
836 4067 20
837 1142 96
837 1177 15
837 1667 80
837 1857 5
837 3192 17
837 4886 86
838 852 62
838 1374 6
838 2245 32
838 2320 96
838 3950 58
839 900 14
839 1903 69
839 2177 36
839 3709 38
839 4664 68
840 862 47
840 2091 55
840 3163 98
840 4843 97
841 4016 76
842 2487 100
843 1853 41
843 2164 72
844 2036 51
844 4283 24
844 4600 14
845 1002 72
845 1086 47
846 2972 89
847 2432 26
847 2511 49
848 1307 44
848 1685 96
848 2391 28
848 3629 11
849 1413 34
849 2817 2
849 2966 73
849 3852 7
850 1565 63
850 1795 31
850 2640 40
850 3963 22
850 4228 48
851 1077 7
851 2985 11
854 1128 53
854 1147 60
854 1319 58
854 1569 55
854 3525 93
854 4013 65
855 1417 87
855 1452 36
855 1454 38
855 1686 79
855 2258 82
855 2318 64
855 3352 1
855 3758 72
855 4363 73
855 4927 97
856 1055 86
856 2365 12
856 3004 36
856 4250 24
856 4518 28
859 1361 93
859 1499 55
859 2704 73
859 3843 61
861 1213 100
861 1514 12
861 1752 41
861 2438 30
861 3103 63
861 3809 77
861 3849 42
861 4784 78
863 1604 57
864 1009 97
864 2793 36
864 3094 50
865 1211 13
865 1590 70
865 4148 68
866 2207 28
866 2345 76
866 4119 60
867 2068 65
868 1130 23
869 1262 61
869 1292 32
869 2310 12
869 2483 61
869 2520 26
869 3366 90
870 1969 75
870 3209 74
871 3890 59
872 917 47
872 1393 24
872 1761 90
872 1840 1
872 2042 92
872 2710 42
872 3198 91
872 3870 7
872 4592 47
873 884 45
873 1256 48
873 1773 86
873 2562 36
873 2841 58
873 3043 3
873 3361 15
875 953 34
875 3404 68
876 3194 37
877 1563 90
877 2078 2
877 2747 84
877 2794 24
877 2958 47
877 3670 36
877 4936 71
878 2433 47
878 2654 92
879 1973 46
879 3868 18
879 4596 6
881 1489 95
881 2865 63
882 1327 62
882 1818 25
882 4081 56
882 4326 92
883 930 16
883 1277 83
883 3003 74
883 4086 87
884 1354 89
884 1511 1
884 1828 47
884 2341 36
884 2419 85
884 3550 17
884 3886 19
884 4008 24
885 1420 10
885 1447 27
887 1230 4
887 3070 48
888 1994 83
888 3717 54
889 904 91
889 1521 20
889 3127 62
890 1242 82
890 2675 41
890 3233 22
890 4515 6
891 2399 75
891 3592 7
891 3609 91
892 2872 38
893 1691 66
894 1624 77
894 2586 14
894 3009 59
894 3948 60
895 4551 81
897 1976 55
897 2425 52
897 2991 57
897 3440 49
898 1067 19
898 1832 48
899 2200 70
899 3147 39
900 1375 1
901 1148 73
902 1055 18
903 1338 84
903 1571 40
903 1574 6
903 2163 32
903 2278 100
903 3985 74
904 1562 31
904 1792 32
904 4487 2
904 4799 71
905 3498 49
905 3572 54
905 4147 74
905 4625 86
907 2449 84
907 2887 58
908 4194 68
909 2211 35
909 2368 87
910 1996 44
912 4465 37
913 1137 16
913 3906 49
913 4760 50
913 4800 100
914 2400 65
914 4309 53
915 1471 11
916 1004 18
916 1791 38
916 1978 94
916 4413 26
919 2342 68
919 3627 92
920 1519 27
920 1735 92
920 2454 28
921 3996 49
922 1197 40
922 1372 25
922 1606 6
922 2054 38
922 2155 37
922 3277 86
922 3936 71
923 4975 86
924 1273 68
924 3362 90
925 3965 96
926 1139 74
927 1362 95
927 3138 86
927 3190 49
927 3638 16
927 4818 79
927 4871 75
928 4822 83
930 3801 60
931 3378 48
931 4733 67
932 2109 60
933 1168 26
934 1075 76
934 2738 30
934 3521 88
935 1135 87
935 1293 63
936 1351 93
936 2043 51
937 1029 89
937 1980 96
937 2844 19
937 3817 18
937 4892 61
938 3065 42
938 3485 60
939 1192 28
939 3005 25
942 3506 15
943 1173 63
943 2898 40
944 1833 71
944 2075 31
944 4600 71
945 1093 80
945 2061 67
945 2528 99
945 3244 90
946 1039 98
946 1759 74
946 3108 16
946 3286 51
946 3834 35
946 4754 56
946 4876 41
947 4061 74
947 4585 86
948 1166 2
948 2033 32
948 2061 58
948 2597 37
948 2811 86
948 3387 30
948 3929 74
948 4436 73
949 4767 12
952 1220 45
952 1831 79
952 2080 20
952 2639 40
952 3325 56
952 4215 35
952 4816 49
953 1117 76
953 1474 18
953 1810 85
953 2388 36
953 2613 53
953 3000 23
953 3405 37
953 3549 79
953 3727 22
953 3740 38
953 4074 93
953 4901 21
954 4139 63
955 4125 7
956 1037 42
956 3338 4
956 3991 42
956 4292 26
957 3927 37
958 1457 15
958 1494 83
958 1624 82
958 2355 36
958 2911 31
958 3218 40
958 3680 45
958 4874 39
959 3445 52
959 3663 19
959 4055 98
960 1149 88
961 1506 83
962 1679 98
962 1909 25
962 3082 21
963 2232 80
963 4348 18
963 4484 37
963 4949 92
965 3248 97
965 4835 80
967 1199 27
967 1287 13
967 1599 30
967 1713 64
967 3655 73
968 2427 24
968 3755 73
969 1480 97
969 3290 82
969 4381 61
970 1044 86
970 1326 3
970 2215 91
970 3500 22
970 3765 35
971 4067 97
971 4677 7
972 2979 50
973 1034 62
973 1312 44
973 1724 85
973 4643 86
974 3963 34
974 4668 22
975 1416 67
975 4371 25
976 3630 77
976 4110 87
976 4937 78
978 1239 76
978 2786 89
978 2915 70
979 1877 15
979 4254 49
979 4948 88
980 2401 85
980 2599 96
980 3112 20
981 1305 93
981 2536 8
982 2073 24
982 2610 20
982 4753 96
983 1130 78
983 1925 77
983 2499 37
983 2569 8
983 3383 67
983 3697 33
983 4206 67
984 2314 23
984 3124 62
984 4788 3
986 2358 78
986 3045 82
987 1819 70
987 4112 11
988 1078 16
988 1299 88
989 1297 20
989 4278 97
989 4361 49
990 3561 42
991 993 4
991 1179 43
991 1292 93
991 3948 71
991 4805 60
993 1189 72
993 2420 6
993 3612 44
995 1269 8
995 2039 76
995 2350 9
995 3480 33
995 3706 68
996 1367 84
996 1452 7
996 2032 40
996 3041 21
996 3519 71
996 4579 95
997 1221 29
997 1272 11
997 2661 83
997 3001 11
998 1389 10
999 2524 47
1000 1926 38
1001 1025 18
1001 1864 43
1001 2194 18
1003 2945 82
1003 3777 71
1004 2231 32
1004 2804 46
1004 2873 45
1004 3598 89
1006 1110 32
1006 1674 97
1006 2089 42
1006 4434 27
1006 4705 77
1007 1358 46
1007 2383 17
1007 3807 31
1007 4340 96
1007 4708 2
1008 1444 10
1008 1596 3
1008 3470 38
1009 1502 50
1009 4951 15
1010 1382 44
1012 4389 41
1013 1148 52
1013 1394 24
1013 1970 88
1013 3157 41
1013 3967 16
1013 4721 66
1014 1531 89
1014 3350 53
1015 1448 15
1018 1584 90
1018 2087 51
1018 2510 45
1018 4764 75
1019 1686 52
1019 2826 63
1019 2831 61
1019 3246 79
1021 1171 61
1021 2488 18
1021 4210 74
1022 1224 42
1022 1651 3
1022 2800 21
1022 4832 53
1025 2325 47
1025 2404 44
1025 3490 79
1026 1418 97
1026 2780 58
1027 2685 9
1031 1491 27
1032 1992 34
1032 2062 78
1032 2268 10
1032 3686 52
1033 1288 86
1033 1553 64
1033 2529 79
1033 3373 19
1036 4301 49
1036 4498 62
1037 1296 17
1037 1371 100
1037 1498 8
1037 1852 19
1037 2141 63
1037 3182 66
1037 3459 22
1037 3989 15
1037 4711 28
1038 1496 16
1038 1968 10
1038 4407 36
1039 2632 25
1042 1946 30
1042 3513 92
1043 1121 97
1043 4181 20
1045 1570 18
1045 2363 34
1045 4175 58
1045 4747 8
1046 1510 71
1046 2072 31
1046 2379 64
1046 2598 45
1046 3240 12
1046 3760 42
1046 4335 16
1047 2981 25
1047 3034 20
1047 4390 80
1048 3491 85
1049 2992 4
1049 4529 36
1050 4461 27
1051 1378 44
1053 1170 9
1054 2555 66
1055 2247 87
1055 2543 46
1055 4537 3
1056 2928 51
1056 2955 53
1057 1237 23
1057 1771 67
1057 2000 63
1057 3002 8
1057 3531 52
1058 1390 16
1058 2850 16
1058 3039 95
1058 4024 18
1059 1707 96
1059 3412 92
1061 1070 44
1061 1095 75
1062 2355 21
1062 2484 14
1062 2638 66
1063 2222 49
1063 2674 69
1063 3436 88
1063 3674 88
1064 1985 28
1064 2278 42
1064 2773 75
1064 4350 41
1065 1614 25
1065 2532 30
1066 4630 97
1068 1111 46
1068 2436 21
1068 2647 36
1068 3578 3
1068 3661 30
1070 1407 40
1070 1558 72
1070 2555 16
1070 2639 67
1070 3557 59
1070 4288 20
1072 1445 57
1073 1379 92
1075 2349 21
1075 3028 100
1076 2633 1
1079 3349 56
1081 2833 3
1082 3187 89
1083 2364 82
1083 4566 13
1085 3573 3
1085 3590 89
1086 1549 38
1086 1792 7
1086 2380 67
1086 3067 100
1086 4134 48
1087 1247 53
1087 1571 78
1087 1598 15
1087 3155 45
1087 4419 14
1088 4097 14
1089 2253 79
1089 2270 15
1090 1346 21
1090 3446 42
1090 3668 84
1091 1152 2
1091 2631 10
1092 2790 15
1093 1303 60
1093 2020 68
1093 2304 41
1093 2372 36
1093 4775 94
1094 1100 29
1094 2900 65
1094 2933 18
1095 1365 51
1095 2097 69
1095 2829 62
1095 3651 35
1095 4213 87
1096 2011 51
1097 2648 94
1097 3617 83
1097 3721 49
1097 3839 21
1097 4411 3
1098 3778 8
1098 4167 29
1098 4789 6
1099 1442 13
1099 2086 33
1099 2214 6
1099 2658 31
1099 2880 91
1099 3411 80
1099 3742 68
1099 3810 24
1099 4432 51
1100 3751 16
1100 4429 60
1100 4779 66
1102 1637 4
1102 1673 84
1102 3109 40
1102 4584 64
1103 1171 56
1103 1271 15
1103 1825 63
1103 2344 13
1103 2801 93
1103 3349 68
1105 4958 1
1106 1399 27
1106 1865 66
1106 2775 21
1106 4248 10
1106 4541 2
1107 2902 82
1109 2698 87
1110 1613 42
1110 1768 16
1111 3429 76
1112 4122 60
1113 1631 77
1113 2541 15
1113 2573 71
1113 4107 89
1113 4964 44
1114 4808 44
1115 3255 28
1115 3721 45
1116 1460 42
1116 2048 56
1116 2236 70
1116 2309 88
1116 2424 99
1116 2549 6
1116 4201 99
1117 2529 65
1117 3281 72
1117 3324 18
1117 3599 2
1120 1438 60
1120 1600 94
1120 2155 42
1120 4758 52
1120 4931 15
1124 1889 1
1125 1702 59
1125 3044 27
1125 4232 71
1126 1454 46
1126 1917 59
1126 2849 95
1126 4533 30
1128 1787 67
1128 2905 86
1128 3153 69
1128 4425 82
1129 3316 14
1129 4367 2
1130 1131 9
1130 1275 35
1130 2019 90
1130 3652 100
1130 4449 42
1131 4173 100
1132 2519 63
1132 3005 40
1132 4261 2
1132 4375 14
1133 2321 100
1133 3070 89
1133 3890 39
1134 2794 94
1134 4772 25
1136 1831 45
1136 4895 37
1137 1419 91
1137 1804 3
1137 1919 76
1137 2398 48
1138 3922 92
1141 1266 60
1141 2056 85
1141 2095 77
1141 2624 33
1141 2792 44
1142 3117 22
1143 2458 9
1145 1342 84
1145 1422 67
1145 2753 57
1145 4036 59
1145 4087 58
1146 1478 32
1146 3729 34
1148 3151 36
1149 3769 43
1150 2594 99
1150 4266 62
1150 4412 58
1150 4652 41
1151 1373 7
1151 2088 11
1151 3122 65
1151 3336 31
1151 3461 79
1151 4131 37
1151 4282 20
1152 4586 80
1152 4715 59
1153 1348 3
1153 2375 30
1153 2810 87
1154 4113 78
1155 3093 27
1155 3364 48
1155 4590 4
1156 2708 17
1156 4057 68
1157 1241 20
1157 1453 83
1157 1931 64
1157 3983 36
1157 4303 8
1158 1360 81
1158 2734 16
1159 2886 78
1159 4145 71
1161 1564 37
1161 2581 79
1161 4021 4
1161 4798 94
1161 4922 55
1162 1199 95
1162 1898 77
1163 1414 45
1163 1720 46
1163 2746 38
1164 3418 36
1165 1991 45
1165 4698 26
1167 1743 75
1167 1982 31
1167 2413 97
1168 2113 60
1169 1772 12
1169 4809 93
1170 3752 65
1171 1405 31
1171 2188 16
1171 3298 19
1171 3309 49
1171 3649 11
1171 4649 78
1171 4950 83
1172 1425 54
1172 2270 47
1172 3580 74
1173 2108 12
1175 2281 13
1175 2383 89
1175 2410 96
1176 1243 97
1177 2396 35
1178 2178 37
1178 3242 35
1178 3645 82
1179 3480 69
1180 3072 67
1181 4243 88
1182 1407 2
1182 2789 98
1182 3134 42
1182 3381 34
1182 4792 44
1183 1392 68
1183 1915 34
1183 3025 99
1183 3884 62
1184 1277 79
1184 1591 51
1184 1916 50
1184 2007 62
1184 2052 16
1184 2359 42
1184 3974 81
1185 1322 51
1185 1353 55
1185 2142 32
1185 2166 87
1185 2589 56
1185 2842 72
1185 4342 66
1186 2172 53
1186 3732 11
1187 1432 68
1187 1943 51
1187 2351 1
1189 1522 67
1189 1656 51
1189 1702 93
1189 2032 19
1189 3817 76
1189 4688 82
1190 1424 8
1190 3322 32
1190 4221 43
1191 3630 65
1191 4017 97
1192 2301 71
1192 2370 25
1192 3022 68
1192 3474 54
1192 3954 81
1195 1464 9
1196 1229 55
1196 2474 64
1196 3611 93
1196 4548 18
1197 4276 48
1198 2384 60
1198 2810 21
1198 2874 89
1198 3764 42
1198 3864 34
1198 4022 39
1198 4234 69
1198 4826 25
1199 1244 52
1199 1725 72
1199 1984 6
1199 3341 2
1201 4305 1
1201 4712 52
1202 4623 92
1203 1341 8
1203 2721 78
1203 3107 54
1203 3398 26
1204 1775 20
1205 3921 38
1205 3979 8
1206 2772 13
1207 1314 54
1207 2165 19
1207 2388 97
1207 2895 89
1208 2315 30
1208 3384 66
1209 4862 24
1210 2102 96
1210 4374 22
1211 2884 59
1212 2522 94
1213 1677 77
1213 2078 81
1213 2714 75
1213 3173 59
1213 3626 59
1213 3995 82
1213 4841 26
1214 1347 79
1214 2415 15
1214 3154 68
1216 1512 27
1216 4344 63
1220 1786 19
1220 1805 51
1220 3737 84
1220 4307 48
1221 1962 73
1221 3122 77
1222 2696 18
1223 1303 49
1223 1536 60
1223 1854 26
1223 2745 90
1223 3322 97
1223 3729 34
1223 3939 3
1223 4987 20
1224 2237 26
1224 3416 13
1224 4392 56
1226 3750 40
1226 4483 73
1227 1255 62
1228 2635 18
1229 1765 77
1229 1874 53
1229 4795 50
1231 4019 64
1231 4486 13
1232 2059 74
1233 1273 69
1233 1684 49
1233 1989 53
1233 2182 17
1233 2286 13
1233 4335 12
1233 4749 40
1234 3759 53
1235 4241 89
1235 4870 56
1236 1798 9
1237 2887 17
1238 3889 62
1238 4063 40
1239 1289 27
1239 2667 49
1239 3097 35
1239 3447 26
1240 4616 88
1240 4855 76
1241 4275 58
1242 1873 58
1242 2030 17
1242 2510 15
1242 2879 81
1242 2969 100
1242 4473 40
1243 1555 96
1244 4943 63
1245 1611 29
1245 3866 82
1246 1807 81
1247 2105 22
1248 1500 29
1248 2034 55
1248 4073 49
1249 4597 77
1249 4920 65
1250 4023 95
1251 1426 41
1251 1435 65
1251 1653 47
1251 1887 93
1251 2234 81
1251 4133 13
1252 1431 84
1252 2243 44
1252 4233 46
1253 1650 90
1253 1962 34
1254 1363 34
1254 1669 2
1254 1778 7
1254 2259 11
1254 3299 20
1255 4978 46
1257 1294 51
1257 2777 68
1257 4396 12
1258 1294 86
1258 2124 62
1258 3118 67
1258 4287 94
1258 4508 89
1259 3225 51
1260 4684 50
1262 1638 41
1263 2536 85
1264 3087 46
1264 4341 78
1265 1845 89
1266 2808 1
1267 2652 69
1268 1615 69
1268 2254 4
1268 3131 6
1268 4343 58
1268 4810 37
1268 4897 39
1270 1281 99
1270 1464 5
1270 2462 56
1270 3173 98
1270 3473 63
1270 4965 49
1271 1282 87
1271 3091 81
1271 3968 81
1271 4655 53
1271 4670 39
1272 1322 43
1272 2444 81
1272 2486 52
1272 3348 10
1274 4027 82
1276 1291 90
1277 3873 31
1279 3977 14
1279 4403 44
1281 2417 25
1281 3491 11
1281 4153 20
1283 2451 23
1283 3808 43
1284 1623 42
1285 1391 61
1285 4053 81
1285 4488 67
1286 4290 43
1287 2662 25
1287 3757 2
1288 1475 43
1288 2410 54
1288 2535 55
1289 4519 56
1293 1607 29
1293 1847 72
1293 2016 26
1293 2584 83
1293 3236 25
1293 3698 74
1293 3847 18
1293 3958 1
1294 1332 78
1294 1949 2
1294 2022 9
1294 2233 19
1296 1337 55
1296 3059 51
1296 3354 76
1296 4437 52
1297 3584 9
1297 3928 55
1298 1802 91
1298 1833 99
1298 1863 84
1299 1392 60
1299 1621 79
1299 2204 92
1299 2206 88
1299 2412 20
1299 3356 70
1299 4032 99
1300 1550 72
1301 1523 99
1301 1625 67
1301 1945 33
1302 2100 68
1303 4518 34
1304 2228 29
1305 3064 93
1305 4716 2
1306 1975 94
1306 2480 65
1307 1369 94
1307 1814 48
1307 2556 71
1307 3493 93
1309 2917 9
1309 3805 32
1310 1970 18
1311 1458 69
1311 1525 83
1311 1615 100
1311 1774 8
1311 3698 94
1312 2506 18
1312 3535 9
1314 1493 29
1315 3057 97
1317 2677 46
1317 3254 61
1317 4595 93
1318 2033 97
1319 2297 78
1319 2324 2
1319 2842 32
1320 1848 23
1320 3399 43
1320 4766 98
1321 1919 57
1321 2362 99
1321 3148 26
1321 3477 89
1321 3894 3
1322 1847 11
1322 2055 34
1322 2666 95
1322 3397 62
1323 1486 16
1323 4769 67
1324 1481 57
1324 1799 71
1324 2591 98
1325 1891 30
1325 2339 54
1325 2797 13
1325 3003 83
1328 3007 77
1328 4915 3
1329 2762 77
1330 2262 75
1330 3544 81
1330 3660 84
1330 4078 65
1330 4372 52
1331 4356 66
1332 4168 71
1334 2479 46
1334 2507 53
1335 3307 27
1336 4539 55
1337 3774 13
1338 1417 58
1338 1520 60
1338 1546 89
1338 2160 71
1338 2520 89
1338 2870 39
1338 2951 12
1338 3238 30
1338 4096 49
1338 4403 51
1339 1560 90
1339 1972 50
1339 2048 32
1339 2363 84
1339 3142 75
1339 4499 90
1339 4617 77
1339 4995 23
1340 1815 83
1341 4447 47
1342 2117 43
1343 4279 54
1344 1572 33
1344 3694 32
1346 4829 25
1347 2225 4
1347 2575 33
1347 2688 82
1347 2739 34
1347 2976 60
1347 3076 36
1347 3306 4
1347 3574 82
1347 4759 65
1347 4963 41
1348 1749 31
1348 1896 53
1348 3973 47
1349 1867 78
1349 2158 37
1349 3805 54
1349 3978 93
1349 4537 13
1351 1689 97
1351 1846 86
1351 3656 77
1351 4353 91
1352 1380 41
1352 1795 13
1352 1995 22
1352 2235 99
1352 3123 28
1352 3392 78
1352 3564 5
1353 1557 94
1353 3294 48
1353 4153 66
1355 1666 65
1355 2338 1
1355 2393 5
1355 3815 25
1356 4672 25
1358 1750 47
1358 2306 74
1358 3761 68
1358 4640 39
1359 1821 72
1359 2800 42
1360 4540 51
1361 2055 41
1362 3341 60
1362 3933 46
1362 4713 52
1364 1406 19
1364 4031 84
1364 4065 36
1364 4825 62
1364 4985 21
1364 4993 67
1365 3181 91
1365 3303 65
1365 3495 89
1365 3732 8
1365 4773 90
1366 1540 53
1366 2250 17
1366 2281 15
1366 2666 55
1366 4851 24
1367 3023 18
1367 3169 69
1367 3337 85
1367 3554 79
1369 3014 58
1369 4365 57
1369 4563 55
1370 1679 25
1370 2116 76
1370 2207 30
1370 3217 45
1370 3278 10
1370 3473 30
1370 3676 59
1370 4143 8
1370 4496 6
1370 4881 44
1371 1697 11
1371 2897 63
1372 3130 6
1374 3300 34
1375 1432 81
1375 2500 38
1375 2614 93
1375 2709 1
1375 4602 22
1376 2877 1
1376 3465 17
1376 4220 85
1376 4367 55
1379 4955 54
1380 1446 22
1380 2757 34
1380 4238 84
1382 1881 5
1382 3032 11
1382 3833 48
1384 1498 45
1384 1727 83
1384 1901 6
1384 1913 78
1384 1966 10
1384 4884 26
1384 4889 47
1387 1507 75
1387 2653 8
1387 3323 79
1387 4704 39
1389 1932 78
1389 3559 100
1389 4811 93
1390 3386 8
1392 1603 43
1392 3795 27
1392 4261 47
1393 2553 89
1393 4561 79
1394 4746 2
1394 4951 14
1396 2764 27
1396 4320 2
1396 4613 81
1396 4738 13
1397 1543 30
1397 2474 47
1397 3158 36
1397 3430 31
1398 2590 67
1399 3806 50
1400 1922 28
1402 3970 47
1402 4197 90
1402 4838 40
1404 4448 11
1406 2902 13
1408 1665 72
1408 3657 4
1410 1532 22
1410 2702 45
1410 2894 46
1411 2215 46
1411 2483 39
1412 3858 93
1413 2260 21
1415 1578 40
1415 1929 66
1415 2936 58
1415 2974 6
1415 3109 77
1415 3730 40
1415 4512 78
1417 1782 11
1417 1800 10
1418 2107 2
1418 3145 83
1420 4898 65
1421 2016 71
1421 2346 36
1421 2361 15
1421 2927 1
1421 3943 18
1421 4628 95
1422 1636 71
1422 2084 26
1422 2585 66
1422 2979 55
1422 4109 5
1423 2184 76
1424 2098 25
1424 4598 49
1426 2049 100
1426 2485 66
1426 2566 8
1426 4709 29
1427 1904 91
1427 1932 67
1427 2066 6
1427 2166 76
1427 2181 51
1427 3317 76
1427 3413 81
1427 4203 24
1427 4974 55
1429 3715 19
1430 2240 22
1433 1682 50
1434 1597 7
1434 4402 66
1434 4457 47
1435 4936 6
1436 1918 59
1436 2024 98
1436 2557 7
1436 2699 7
1436 3346 52
1436 3478 62
1436 4360 8
1439 4974 39
1440 1592 68
1440 3320 55
1440 4182 62
1441 4078 86
1443 1584 73
1443 2765 44
1443 2971 20
1443 3128 39
1445 1619 84
1445 3088 56
1448 1780 34
1448 2163 4
1448 3042 95
1449 1934 68
1449 2422 79
1449 4562 33
1450 4281 44
1451 3596 21
1452 1599 1
1452 4862 21
1454 3669 51
1455 3357 97
1456 1515 92
1456 1868 21
1457 1566 23
1459 4960 92
1460 1666 3
1460 2117 98
1460 3372 71
1460 3461 70
1460 3509 6
1462 2993 94
1462 4480 76
1462 4735 27
1463 3366 14
1463 3538 22
1464 1865 46
1464 4398 76
1466 1888 11
1467 2294 77
1469 2153 35
1469 2319 55
1469 2566 53
1469 3095 32
1470 1820 83
1470 1920 27
1470 2131 57
1470 2501 30
1470 2565 38
1470 3211 81
1470 4680 61
1470 4719 27
1470 4998 11
1471 3028 96
1473 2170 49
1473 2293 1
1473 2904 87
1473 3879 53
1473 4979 83
1475 1730 80
1475 2249 59
1475 4327 21
1476 2924 77
1477 1952 48
1477 2867 100
1479 2403 6
1480 2795 53
1480 3469 94
1480 4454 86
1481 2852 83
1481 2930 29
1481 3875 55
1481 3953 64
1481 3998 30
1483 1602 56
1483 2162 30
1483 2966 80
1483 3156 74
1483 3902 32
1483 4085 92
1485 2986 59
1485 3152 57
1485 3313 14
1487 2035 13
1487 2245 99
1487 2468 79
1487 3845 65
1488 2234 79
1488 2597 85
1490 2654 99
1490 3368 78
1491 3558 47
1492 1629 62
1493 2162 62
1494 1796 88
1494 3018 88
1495 3369 7
1496 1620 84
1498 1928 5
1498 2760 10
1498 3648 6
1499 4836 58
1500 2090 74
1500 4457 100
1500 4822 100
1501 2165 56
1502 1533 26
1502 3539 23
1505 1554 26
1505 3421 19
1505 4504 100
1506 3303 49
1507 2350 55
1507 2567 88
1507 2903 10
1508 1641 13
1508 2156 17
1508 4095 20
1512 1740 19
1512 2263 21
1512 3597 54
1512 4436 95
1513 1589 95
1513 1913 16
1513 2221 48
1513 3296 40
1513 3705 44
1513 4440 17
1514 1612 22
1514 1701 37
1514 1855 82
1514 3138 93
1514 3779 66
1514 4105 99
1514 4777 4
1515 4882 41
1516 4044 91
1517 2212 45
1518 4891 78
1520 2871 30
1520 2883 47
1520 4015 75
1521 4202 61
1522 2094 5
1523 3221 50
1524 2527 4
1525 1527 75
1528 3128 90
1528 4368 2
1531 1878 6
1532 2340 35
1533 1849 73
1534 1605 54
1534 1712 14
1534 3192 11
1534 3955 58
1537 2358 50
1537 3520 58
1537 3799 88
1537 4011 33
1537 4165 1
1538 1723 83
1538 4352 1
1539 1557 62
1539 3889 33
1540 4475 73
1541 1753 59
1541 2236 39
1541 2526 26
1541 2748 77
1541 3345 30
1541 3633 50
1541 4467 72
1541 4527 49
1543 1897 58
1543 2740 39
1544 2380 96
1544 4293 78
1544 4321 65
1545 1877 61
1545 2202 44
1545 2466 26
1545 2712 19
1545 4587 77
1547 2716 53
1550 2498 90
1551 3562 12
1551 3908 34
1552 1860 99
1553 2009 23
1554 1758 76
1554 2075 33
1554 3709 74
1554 3723 44
1554 3869 24
1554 4268 85
1555 1736 18
1555 3718 57
1556 2429 31
1556 3474 23
1558 4094 36
1559 1777 46
1560 2735 48
1560 3335 84
1560 4819 68
1561 3212 2
1562 2824 46
1563 1835 96
1563 4484 95
1564 4226 96
1565 1868 56
1565 2934 11
1565 3209 89
1567 1866 31
1567 2968 43
1567 4322 2
1568 2139 61
1570 1834 91
1570 1936 90
1570 4228 17
1570 4345 8
1572 1649 47
1572 3482 33
1572 4544 18
1573 1963 98
1573 2886 66
1573 3900 82
1573 4284 88
1574 2076 28
1574 2857 92
1574 4231 98
1575 1627 23
